epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,50000,0.759235215685998,0.7667288338253756,0.7457771181174795,0.7487727618191236,0.735842586063143,0.7341522530393163,0.694207647192405,0.7044836632683841
0,100000,0.7654105124765016,0.7734104635434047,0.7528125490954964,0.7543004399755119,0.7426918926716992,0.7414840398427396,0.7110106453171181,0.7208936694146236
